Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU47327,84.21,Available,22,1852.62,Female,13,2,14,4,Carrier B,41.01,Supplier 5,Kolkata,14,340,2,2163.48,Fail,0.1,Sea,Route C,585.87
cosmetics,SKU76972,41.16,Available,38,1564.08,Female,47,2,7,3,Carrier B,30.03,Supplier 4,Bangalore,16,792,11,1131.34,Fail,0.09,Rail,Route C,698.88
cosmetics,SKU91923,53.23,Available,5,266.15,Female,36,7,2,5,Carrier C,7.52,Supplier 1,Bangalore,22,395,17,4147.08,Pass,0.02,Sea,Route C,811.6
cosmetics,SKU31122,31.84,Out of Stock,82,2610.88,Non-binary,17,9,3,5,Carrier C,13.21,Supplier 1,Chennai,5,576,22,491.77,Fail,0.03,Road,Route C,250.21
cosmetics,SKU12610,51.17,Available,3,153.51,Female,20,8,10,2,Carrier A,21.44,Supplier 1,Kolkata,10,646,10,1729.25,Fail,0.07,Road,Route A,542.49
cosmetics,SKU47678,99.44,Out of Stock,17,1690.48,Non-binary,30,10,18,1,Carrier C,48.56,Supplier 5,Kolkata,17,397,22,3485.44,Pass,0.02,Air,Route A,720.55
cosmetics,SKU31667,97.17,Available,14,1360.38,Male,48,2,7,4,Carrier B,46.36,Supplier 2,Kolkata,25,321,7,1071.17,Fail,0.1,Air,Route B,908.8
cosmetics,SKU82359,38.96,Available,76,2960.96,Male,38,7,7,3,Carrier B,31.74,Supplier 5,Mumbai,18,516,1,3371.3,Pass,0.01,Air,Route C,945.49
skincare,SKU35179,21.39,Available,67,1433.13,Male,38,6,1,4,Carrier C,48.01,Supplier 1,Bangalore,29,305,4,4791.25,Fail,0.07,Rail,Route B,630.68
skincare,SKU69351,68.14,Available,68,4633.52,Unknown,40,9,7,3,Carrier A,6.37,Supplier 1,Chennai,23,463,17,3832.06,Fail,0.09,Rail,Route B,745.83
skincare,SKU38151,57.62,Available,36,2074.32,Female,20,2,4,5,Carrier C,13.94,Supplier 2,Mumbai,28,269,24,3213.2,Fail,0.04,Road,Route B,221.64
skincare,SKU93757,33.5,Available,74,2479.0,Female,45,2,17,2,Carrier B,36.75,Supplier 4,Mumbai,5,296,20,3749.75,Fail,0.03,Sea,Route C,424.72
haircare,SKU52864,70.91,Available,33,2340.03,Non-binary,34,6,9,2,Carrier C,37.96,Supplier 3,Mumbai,16,625,14,4587.98,Fail,0.08,Air,Route C,847.98
skincare,SKU34410,10.76,Available,44,473.44,Male,27,3,1,3,Carrier B,10.59,Supplier 3,Kolkata,5,486,23,2669.78,Pass,0.1,Air,Route C,332.1
cosmetics,SKU54013,59.52,Available,73,4344.96,Female,1,9,18,5,Carrier C,34.41,Supplier 1,Bangalore,14,122,13,3191.36,Pass,0.06,Air,Route A,218.34
haircare,SKU58953,33.54,Available,52,1744.08,Unknown,15,7,4,3,Carrier C,45.77,Supplier 5,Kolkata,19,144,16,306.02,Pass,0.04,Air,Route A,718.21
skincare,SKU50223,45.31,Available,39,1767.09,Female,7,3,14,3,Carrier A,42.47,Supplier 2,Mumbai,24,944,4,869.89,Fail,0.02,Air,Route B,145.18
haircare,SKU78999,32.89,Available,93,3058.77,Male,35,9,13,2,Carrier C,45.19,Supplier 5,Bangalore,19,658,16,4844.69,Fail,0.07,Sea,Route A,458.33
skincare,SKU27942,66.59,Out of Stock,36,2397.24,Female,41,7,6,3,Carrier A,40.06,Supplier 1,Mumbai,22,338,16,2506.86,Pass,0.08,Road,Route B,219.0
skincare,SKU32692,83.37,Out of Stock,39,3251.43,Non-binary,39,8,3,5,Carrier B,23.32,Supplier 5,Kolkata,19,637,17,4668.83,Pass,0.09,Air,Route A,132.41
haircare,SKU24200,42.71,Out of Stock,58,2477.18,Non-binary,44,9,5,2,Carrier B,23.31,Supplier 5,Chennai,7,381,23,1233.12,Fail,0.06,Road,Route A,904.76
cosmetics,SKU17785,20.57,Out of Stock,63,1295.91,Male,31,7,15,5,Carrier B,32.18,Supplier 2,Mumbai,5,399,8,2186.01,Pass,0.03,Road,Route A,110.0
skincare,SKU90395,84.61,Available,50,4230.5,Unknown,43,8,20,1,Carrier A,19.46,Supplier 5,Kolkata,19,956,11,4649.5,Fail,0.09,Sea,Route A,460.54
haircare,SKU97984,56.56,Out of Stock,15,848.4,Unknown,8,4,10,1,Carrier A,9.52,Supplier 1,Kolkata,13,728,9,1620.41,Fail,0.1,Road,Route A,740.61
haircare,SKU74849,25.03,Out of Stock,18,450.54,Female,30,4,3,3,Carrier A,8.44,Supplier 2,Kolkata,1,649,20,3236.96,Pass,0.02,Road,Route A,932.43
cosmetics,SKU16279,10.72,Out of Stock,45,482.4,Male,11,8,16,3,Carrier C,29.64,Supplier 5,Mumbai,15,601,15,2250.78,Pass,0.08,Sea,Route B,813.58
skincare,SKU64136,88.44,Available,97,8578.68,Unknown,5,8,9,4,Carrier B,35.97,Supplier 5,Mumbai,5,723,20,907.87,Pass,0.04,Sea,Route C,708.75
haircare,SKU39648,57.83,Available,18,1040.94,Unknown,42,10,17,3,Carrier A,40.22,Supplier 5,Chennai,20,310,2,975.45,Fail,0.06,Rail,Route C,748.33
skincare,SKU22832,31.87,Out of Stock,15,478.05,Non-binary,35,9,2,4,Carrier C,7.1,Supplier 4,Kolkata,15,249,10,2414.41,Pass,0.08,Air,Route B,645.69
cosmetics,SKU96563,62.24,Out of Stock,79,4916.96,Non-binary,25,9,9,2,Carrier A,6.3,Supplier 5,Chennai,9,170,24,4697.31,Fail,0.06,Air,Route C,843.55
haircare,SKU33171,30.79,Out of Stock,33,1016.07,Unknown,4,2,5,2,Carrier C,10.5,Supplier 5,Chennai,29,829,22,1493.54,Pass,0.04,Road,Route A,170.73
cosmetics,SKU15568,21.25,Out of Stock,24,510.0,Male,39,1,7,1,Carrier B,20.55,Supplier 2,Kolkata,9,798,10,448.08,Pass,0.02,Air,Route B,867.16
cosmetics,SKU74572,33.58,Available,83,2787.14,Female,8,1,2,5,Carrier A,30.53,Supplier 5,Chennai,26,527,21,4096.41,Pass,0.05,Air,Route C,561.07
skincare,SKU68444,18.41,Out of Stock,5,92.05,Male,46,10,1,4,Carrier B,28.69,Supplier 5,Kolkata,4,630,19,171.78,Pass,0.09,Road,Route C,110.04
skincare,SKU75459,28.05,Out of Stock,43,1206.15,Female,41,8,19,2,Carrier A,23.02,Supplier 2,Bangalore,4,562,8,3493.65,Pass,0.07,Rail,Route C,142.08
skincare,SKU99194,80.68,Available,13,1048.84,Female,16,7,20,4,Carrier B,40.48,Supplier 5,Chennai,27,831,23,168.5,Pass,0.05,Rail,Route A,797.62
cosmetics,SKU87617,74.18,Available,46,3412.28,Unknown,4,5,8,1,Carrier B,31.24,Supplier 4,Kolkata,24,935,7,2099.57,Pass,0.02,Sea,Route C,152.18
haircare,SKU45737,50.3,Out of Stock,86,4325.8,Female,41,7,12,5,Carrier C,36.76,Supplier 1,Mumbai,15,82,6,819.61,Pass,0.07,Rail,Route B,736.49
haircare,SKU79651,46.62,Out of Stock,8,372.96,Female,27,3,3,2,Carrier A,28.11,Supplier 4,Kolkata,14,707,16,1016.45,Fail,0.1,Air,Route B,850.63
haircare,SKU43530,81.91,Out of Stock,44,3604.04,Male,4,5,4,2,Carrier C,17.38,Supplier 1,Kolkata,21,974,23,3935.97,Pass,0.08,Air,Route B,950.22
skincare,SKU51095,45.07,Available,53,2388.71,Female,11,6,2,3,Carrier A,39.19,Supplier 3,Mumbai,27,697,14,2904.81,Fail,0.06,Road,Route A,839.73
cosmetics,SKU65999,83.23,Out of Stock,78,6491.94,Male,12,7,5,3,Carrier C,19.01,Supplier 2,Mumbai,18,472,12,721.99,Fail,0.07,Rail,Route C,866.42
haircare,SKU78330,84.39,Available,29,2447.31,Female,7,6,15,5,Carrier B,49.78,Supplier 1,Chennai,8,648,9,4167.28,Pass,0.08,Rail,Route B,984.09
haircare,SKU92513,94.68,Out of Stock,7,662.76,Female,43,8,7,4,Carrier C,10.86,Supplier 5,Bangalore,30,696,16,1517.26,Fail,0.07,Air,Route A,928.38
haircare,SKU21948,95.98,Out of Stock,95,9118.1,Unknown,6,6,6,1,Carrier B,44.3,Supplier 2,Chennai,23,98,7,3611.55,Fail,0.04,Rail,Route A,612.47
skincare,SKU37413,87.9,Out of Stock,47,4131.3,Unknown,37,4,12,3,Carrier B,16.56,Supplier 1,Chennai,17,996,16,956.83,Fail,0.08,Sea,Route B,423.39
haircare,SKU45446,95.25,Available,29,2762.25,Female,37,9,7,5,Carrier C,30.98,Supplier 4,Mumbai,5,998,12,3668.09,Fail,0.09,Road,Route B,865.03
haircare,SKU71532,23.59,Out of Stock,33,778.47,Male,9,9,11,5,Carrier B,23.37,Supplier 2,Kolkata,8,429,5,3079.63,Pass,0.06,Road,Route C,263.07
cosmetics,SKU82942,45.26,Out of Stock,82,3711.32,Non-binary,28,1,20,2,Carrier B,19.23,Supplier 5,Kolkata,26,984,11,1218.67,Pass,0.01,Sea,Route C,229.15
cosmetics,SKU80031,42.19,Out of Stock,60,2531.4,Female,5,2,19,4,Carrier C,46.72,Supplier 2,Mumbai,29,502,12,3016.27,Fail,0.03,Road,Route A,476.26
haircare,SKU60055,87.04,Available,75,6528.0,Non-binary,21,3,4,4,Carrier A,20.81,Supplier 5,Kolkata,8,653,11,4854.66,Fail,0.08,Road,Route A,181.22
haircare,SKU62007,38.2,Available,76,2903.2,Female,7,5,4,3,Carrier C,36.88,Supplier 1,Bangalore,13,143,12,1675.65,Pass,0.09,Rail,Route B,275.46
cosmetics,SKU85499,16.41,Available,67,1099.47,Unknown,35,6,10,4,Carrier B,20.33,Supplier 2,Bangalore,14,900,16,2091.04,Pass,0.02,Sea,Route C,424.8
cosmetics,SKU89782,99.18,Out of Stock,81,8033.58,Male,8,8,16,5,Carrier B,42.24,Supplier 2,Mumbai,12,126,18,3183.89,Fail,0.08,Road,Route A,789.91
cosmetics,SKU37489,63.79,Available,39,2487.81,Unknown,13,10,8,4,Carrier A,32.49,Supplier 5,Bangalore,13,921,2,1166.67,Pass,0.01,Air,Route A,531.82
haircare,SKU22744,47.3,Available,30,1419.0,Male,10,1,15,2,Carrier B,30.28,Supplier 3,Chennai,10,957,3,1861.07,Fail,0.07,Air,Route A,839.8
haircare,SKU77742,51.23,Out of Stock,100,5123.0,Non-binary,49,5,7,4,Carrier A,41.84,Supplier 4,Mumbai,13,773,21,1618.6,Pass,0.07,Road,Route A,580.44
cosmetics,SKU42175,34.07,Available,20,681.4,Male,6,2,13,1,Carrier B,13.82,Supplier 2,Mumbai,8,914,15,1422.84,Pass,0.07,Air,Route B,363.55
cosmetics,SKU43996,94.18,Available,47,4426.46,Unknown,32,9,3,5,Carrier A,29.64,Supplier 4,Bangalore,14,356,22,726.49,Fail,0.08,Air,Route B,936.61
haircare,SKU21834,57.37,Available,73,4188.01,Female,41,9,6,3,Carrier C,6.68,Supplier 4,Kolkata,21,206,1,179.27,Pass,0.01,Sea,Route B,785.56
haircare,SKU40912,43.86,Out of Stock,67,2938.62,Non-binary,35,6,13,3,Carrier B,40.89,Supplier 1,Bangalore,7,81,15,1571.11,Pass,0.1,Rail,Route C,833.29
haircare,SKU19792,31.03,Available,14,434.42,Non-binary,2,2,14,2,Carrier B,42.29,Supplier 5,Mumbai,7,503,20,218.86,Pass,0.02,Rail,Route C,819.27
skincare,SKU17274,64.48,Available,17,1096.16,Non-binary,22,2,17,4,Carrier A,33.53,Supplier 4,Bangalore,13,144,9,4978.79,Pass,0.02,Sea,Route B,109.66
skincare,SKU22909,12.78,Available,1,12.78,Non-binary,16,4,20,4,Carrier B,8.59,Supplier 5,Kolkata,9,857,4,4417.17,Fail,0.02,Sea,Route C,423.12
cosmetics,SKU25355,72.45,Available,6,434.7,Male,9,5,16,2,Carrier C,18.03,Supplier 2,Chennai,1,245,21,2043.47,Fail,0.09,Air,Route C,716.5
cosmetics,SKU92631,79.85,Available,15,1197.75,Unknown,15,5,18,5,Carrier C,5.19,Supplier 1,Kolkata,26,390,9,1846.1,Fail,0.07,Rail,Route C,940.25
skincare,SKU10856,50.47,Available,86,4340.42,Unknown,6,10,14,1,Carrier A,26.33,Supplier 3,Mumbai,17,525,1,3060.82,Fail,0.09,Road,Route B,686.62
cosmetics,SKU62199,31.41,Out of Stock,58,1821.78,Non-binary,2,8,6,4,Carrier B,23.93,Supplier 1,Kolkata,18,196,15,3116.17,Fail,0.07,Rail,Route A,593.74
haircare,SKU23089,29.97,Available,38,1138.86,Female,18,1,13,4,Carrier A,27.35,Supplier 3,Bangalore,27,413,11,541.46,Pass,0.06,Sea,Route B,668.68
cosmetics,SKU49726,59.24,Available,83,4916.92,Non-binary,45,8,18,1,Carrier B,36.34,Supplier 5,Mumbai,9,892,10,3586.21,Pass,0.08,Rail,Route C,576.8
cosmetics,SKU41338,33.52,Available,37,1240.24,Male,39,4,19,2,Carrier A,14.68,Supplier 3,Bangalore,17,621,1,3993.03,Pass,0.1,Air,Route C,271.62
cosmetics,SKU99940,52.96,Available,100,5296.0,Non-binary,21,8,15,2,Carrier B,9.22,Supplier 4,Mumbai,22,354,18,1720.36,Pass,0.05,Sea,Route A,901.83
skincare,SKU22626,38.43,Out of Stock,92,3535.56,Male,21,9,4,1,Carrier C,16.65,Supplier 5,Kolkata,24,940,9,2912.47,Pass,0.08,Air,Route B,543.84
haircare,SKU33402,67.24,Out of Stock,36,2420.64,Female,13,9,11,4,Carrier A,9.78,Supplier 5,Mumbai,24,256,18,3567.73,Fail,0.1,Air,Route A,113.11
cosmetics,SKU50564,26.01,Available,35,910.35,Male,35,8,20,4,Carrier A,48.7,Supplier 2,Mumbai,25,132,23,4806.07,Fail,0.05,Air,Route C,378.0
cosmetics,SKU62649,25.74,Out of Stock,44,1132.56,Non-binary,20,6,3,5,Carrier A,48.68,Supplier 3,Chennai,30,440,6,3074.56,Fail,0.05,Sea,Route C,976.8
haircare,SKU22761,45.39,Out of Stock,64,2904.96,Female,3,2,14,3,Carrier C,6.42,Supplier 2,Bangalore,1,868,25,691.4,Pass,0.03,Rail,Route A,753.85
haircare,SKU16046,86.39,Available,23,1986.97,Male,48,1,9,5,Carrier A,37.48,Supplier 5,Chennai,27,678,8,1395.33,Fail,0.07,Rail,Route A,833.97
cosmetics,SKU22635,36.95,Available,95,3510.25,Female,17,6,4,1,Carrier A,30.31,Supplier 4,Mumbai,1,829,22,849.21,Pass,0.06,Sea,Route C,691.8
haircare,SKU71595,58.37,Available,23,1342.51,Female,30,4,3,3,Carrier C,46.26,Supplier 1,Mumbai,1,118,6,4337.31,Fail,0.09,Air,Route C,793.07
skincare,SKU47365,34.7,Available,16,555.2,Male,18,3,7,5,Carrier C,9.12,Supplier 1,Kolkata,20,894,8,3315.23,Fail,0.1,Air,Route C,916.16
skincare,SKU85505,10.72,Available,81,868.32,Non-binary,21,1,19,3,Carrier B,27.47,Supplier 5,Bangalore,14,912,25,2418.51,Fail,0.06,Rail,Route A,717.65
haircare,SKU21870,38.13,Out of Stock,4,152.52,Non-binary,7,10,14,4,Carrier A,31.59,Supplier 1,Chennai,26,52,14,4166.23,Fail,0.08,Sea,Route C,616.53
cosmetics,SKU22727,51.88,Out of Stock,62,3216.56,Male,18,10,10,1,Carrier B,19.34,Supplier 5,Chennai,5,460,15,4966.9,Pass,0.07,Sea,Route B,669.96
cosmetics,SKU71220,19.97,Available,78,1557.66,Male,31,8,20,1,Carrier B,49.51,Supplier 2,Chennai,17,184,12,555.61,Fail,0.05,Air,Route B,668.06
cosmetics,SKU36933,93.51,Out of Stock,95,8883.45,Non-binary,7,3,15,4,Carrier A,10.85,Supplier 1,Mumbai,19,469,13,4561.61,Fail,0.02,Sea,Route C,924.37
skincare,SKU61735,57.3,Available,17,974.1,Non-binary,10,6,8,1,Carrier C,34.97,Supplier 4,Mumbai,15,849,9,1722.18,Fail,0.06,Road,Route A,279.82
haircare,SKU65645,94.07,Out of Stock,85,7995.95,Male,16,10,11,3,Carrier A,10.74,Supplier 4,Mumbai,21,746,16,3915.38,Pass,0.02,Sea,Route C,936.56
cosmetics,SKU46875,97.06,Out of Stock,74,7182.44,Female,50,6,9,5,Carrier C,28.12,Supplier 1,Mumbai,16,894,17,3823.78,Fail,0.06,Air,Route C,440.69
skincare,SKU51216,45.07,Out of Stock,70,3154.9,Female,31,2,20,3,Carrier C,9.02,Supplier 4,Mumbai,30,964,17,2226.28,Fail,0.03,Road,Route C,297.68
cosmetics,SKU83654,46.12,Available,75,3459.0,Female,4,9,14,5,Carrier C,21.71,Supplier 1,Mumbai,23,619,18,3906.33,Pass,0.08,Air,Route B,649.13
haircare,SKU12271,54.86,Available,60,3291.6,Non-binary,47,8,14,2,Carrier A,44.75,Supplier 5,Bangalore,22,663,24,4585.17,Pass,0.07,Air,Route A,747.41
skincare,SKU94921,88.32,Out of Stock,25,2208.0,Female,5,3,5,5,Carrier B,25.43,Supplier 3,Kolkata,15,246,5,660.92,Pass,0.05,Rail,Route A,880.29
cosmetics,SKU71712,80.27,Out of Stock,70,5618.9,Male,43,10,11,1,Carrier B,20.21,Supplier 3,Chennai,30,792,6,3582.75,Pass,0.04,Rail,Route B,117.7
haircare,SKU24668,94.32,Out of Stock,23,2169.36,Non-binary,42,6,17,2,Carrier A,27.09,Supplier 4,Mumbai,18,271,9,4941.43,Pass,0.08,Rail,Route B,731.42
haircare,SKU57848,73.85,Available,4,295.4,Unknown,25,3,3,1,Carrier B,34.79,Supplier 4,Bangalore,10,540,2,4623.29,Fail,0.09,Sea,Route A,506.15
cosmetics,SKU14893,47.45,Available,36,1708.2,Female,18,4,17,5,Carrier A,44.19,Supplier 3,Kolkata,24,653,17,4883.03,Pass,0.02,Road,Route A,103.71
haircare,SKU37172,68.5,Available,46,3151.0,Male,39,4,2,4,Carrier A,6.63,Supplier 2,Chennai,26,205,15,2418.49,Fail,0.01,Rail,Route A,691.63
skincare,SKU65988,50.27,Available,8,402.16,Non-binary,21,3,16,2,Carrier B,43.08,Supplier 5,Bangalore,10,494,23,3114.25,Fail,0.08,Rail,Route A,593.03
cosmetics,SKU72794,50.31,Available,67,3370.77,Non-binary,1,1,4,4,Carrier A,33.55,Supplier 2,Bangalore,14,227,11,538.2,Pass,0.06,Sea,Route C,610.93
cosmetics,SKU30337,99.91,Available,80,7992.8,Female,32,6,12,2,Carrier A,49.77,Supplier 2,Chennai,27,237,11,752.7,Pass,0.1,Air,Route A,924.82
haircare,SKU91105,52.67,Available,30,1580.1,Unknown,45,9,4,2,Carrier B,10.96,Supplier 3,Kolkata,1,317,13,3391.37,Pass,0.09,Rail,Route B,742.36
skincare,SKU98697,58.72,Available,53,3112.16,Male,8,3,4,1,Carrier C,49.73,Supplier 2,Bangalore,12,72,14,2803.37,Pass,0.07,Rail,Route B,909.79
cosmetics,SKU20471,80.41,Available,51,4100.91,Male,39,4,20,3,Carrier C,44.59,Supplier 4,Mumbai,12,826,9,769.44,Fail,0.05,Air,Route B,190.79
skincare,SKU71416,64.42,Available,80,5153.6,Male,24,8,7,5,Carrier C,46.76,Supplier 1,Bangalore,27,307,21,1240.63,Pass,0.02,Rail,Route B,666.15
skincare,SKU54580,17.74,Available,59,1046.66,Unknown,10,8,12,5,Carrier A,30.07,Supplier 2,Mumbai,28,337,20,853.83,Fail,0.02,Sea,Route B,917.06
skincare,SKU91646,86.22,Available,54,4655.88,Male,16,5,7,1,Carrier B,19.28,Supplier 5,Mumbai,23,986,7,3323.43,Fail,0.06,Sea,Route C,658.16
haircare,SKU65306,82.51,Available,25,2062.75,Female,35,8,12,3,Carrier A,41.21,Supplier 1,Chennai,30,593,8,3146.91,Pass,0.05,Road,Route A,657.0
cosmetics,SKU45713,35.12,Available,27,948.24,Male,39,2,7,3,Carrier A,44.28,Supplier 3,Chennai,8,630,2,2309.68,Fail,0.01,Road,Route A,148.27
haircare,SKU20858,94.48,Available,63,5952.24,Male,23,10,7,3,Carrier B,23.35,Supplier 1,Mumbai,11,437,12,949.13,Pass,0.08,Rail,Route B,374.92
haircare,SKU77863,49.21,Out of Stock,75,3690.75,Unknown,9,3,9,2,Carrier A,32.07,Supplier 2,Bangalore,5,99,2,4947.78,Pass,0.07,Road,Route B,366.29
haircare,SKU42930,48.65,Available,74,3600.1,Unknown,11,4,18,3,Carrier A,18.89,Supplier 5,Bangalore,14,863,22,1069.8,Pass,0.07,Road,Route A,975.98
skincare,SKU50371,17.12,Out of Stock,8,136.96,Female,9,4,16,3,Carrier B,7.35,Supplier 2,Bangalore,20,306,9,3395.48,Pass,0.06,Sea,Route B,720.03
haircare,SKU35612,50.09,Out of Stock,77,3856.93,Male,10,3,13,2,Carrier B,30.87,Supplier 5,Chennai,18,723,19,2310.99,Pass,0.08,Sea,Route A,373.32
skincare,SKU32126,52.91,Available,50,2645.5,Unknown,5,5,11,5,Carrier B,33.42,Supplier 4,Chennai,4,500,8,2813.21,Pass,0.04,Sea,Route B,868.09
skincare,SKU50851,43.2,Out of Stock,34,1468.8,Non-binary,46,8,4,4,Carrier A,36.45,Supplier 3,Kolkata,4,917,9,4630.9,Pass,0.06,Road,Route C,659.48
cosmetics,SKU35704,54.58,Out of Stock,10,545.8,Unknown,31,3,15,4,Carrier A,30.58,Supplier 4,Mumbai,10,848,7,556.33,Pass,0.05,Road,Route C,999.79
skincare,SKU22890,88.57,Available,70,6199.9,Non-binary,6,9,10,5,Carrier A,24.23,Supplier 3,Chennai,23,815,14,4563.61,Pass,0.06,Sea,Route B,700.1
haircare,SKU11442,42.81,Available,38,1626.78,Female,9,7,14,4,Carrier B,38.55,Supplier 3,Bangalore,15,486,24,763.58,Fail,0.08,Rail,Route A,682.69
cosmetics,SKU41504,59.39,Available,38,2256.82,Male,23,6,11,5,Carrier A,22.93,Supplier 5,Chennai,8,309,9,1353.26,Pass,0.07,Air,Route B,473.4
haircare,SKU23967,31.98,Available,10,319.8,Female,12,10,2,3,Carrier C,30.7,Supplier 3,Kolkata,24,417,4,4454.02,Fail,0.03,Road,Route B,417.86
skincare,SKU63977,72.29,Available,8,578.32,Unknown,8,7,5,1,Carrier C,14.08,Supplier 3,Chennai,5,505,2,1575.14,Fail,0.07,Sea,Route C,193.58
haircare,SKU64027,32.72,Out of Stock,30,981.6,Female,10,5,19,1,Carrier B,40.27,Supplier 3,Kolkata,13,87,20,2799.07,Fail,0.06,Road,Route A,476.24
cosmetics,SKU30341,71.84,Out of Stock,47,3376.48,Non-binary,1,4,6,3,Carrier A,14.52,Supplier 4,Mumbai,24,242,2,3716.58,Fail,0.04,Road,Route B,324.56
cosmetics,SKU56138,78.62,Out of Stock,1,78.62,Non-binary,2,10,19,2,Carrier B,10.33,Supplier 2,Chennai,26,634,7,4327.43,Pass,0.01,Sea,Route B,524.74
cosmetics,SKU65734,37.92,Out of Stock,83,3147.36,Female,4,8,9,2,Carrier C,33.09,Supplier 5,Bangalore,13,981,21,4332.75,Pass,0.07,Sea,Route B,249.67
haircare,SKU86982,56.22,Available,2,112.44,Unknown,25,5,11,1,Carrier A,45.42,Supplier 4,Bangalore,11,880,11,2957.15,Pass,0.09,Air,Route B,910.7
skincare,SKU13375,45.83,Available,34,1558.22,Female,13,7,8,2,Carrier C,38.25,Supplier 3,Kolkata,30,443,25,3095.05,Fail,0.06,Road,Route B,595.01
skincare,SKU86924,52.95,Out of Stock,89,4712.55,Non-binary,7,3,18,2,Carrier A,17.01,Supplier 1,Kolkata,22,587,9,4734.13,Pass,0.04,Rail,Route C,137.53
cosmetics,SKU47002,93.59,Available,54,5053.86,Male,50,2,16,2,Carrier C,15.95,Supplier 5,Chennai,18,726,6,2308.95,Pass,0.08,Sea,Route A,942.83
cosmetics,SKU32618,49.14,Out of Stock,7,343.98,Female,30,6,4,1,Carrier B,24.07,Supplier 2,Bangalore,22,624,8,123.5,Fail,0.03,Sea,Route B,868.47
skincare,SKU23487,77.91,Available,93,7245.63,Female,41,2,18,4,Carrier A,10.67,Supplier 4,Chennai,16,117,15,4737.1,Pass,0.07,Sea,Route A,860.8
cosmetics,SKU24617,64.93,Available,28,1818.04,Male,13,10,14,5,Carrier B,13.38,Supplier 2,Mumbai,3,774,14,1616.28,Pass,0.1,Rail,Route B,947.45
skincare,SKU76947,78.1,Out of Stock,55,4295.5,Female,16,3,6,5,Carrier C,48.78,Supplier 3,Bangalore,22,848,12,1868.53,Pass,0.03,Air,Route C,774.67
cosmetics,SKU72443,56.94,Available,48,2733.12,Male,2,4,17,1,Carrier B,47.44,Supplier 3,Kolkata,13,923,24,1532.92,Pass,0.02,Sea,Route B,699.91
cosmetics,SKU24626,72.88,Out of Stock,45,3279.6,Female,4,10,19,1,Carrier B,21.06,Supplier 4,Kolkata,7,633,14,3506.54,Fail,0.04,Air,Route B,604.26
cosmetics,SKU88638,48.98,Out of Stock,56,2742.88,Unknown,8,10,15,3,Carrier B,37.33,Supplier 5,Bangalore,14,96,19,686.31,Pass,0.03,Rail,Route A,544.95
haircare,SKU84644,21.35,Out of Stock,5,106.75,Female,21,6,1,1,Carrier C,41.79,Supplier 4,Bangalore,8,177,9,3964.17,Fail,0.08,Air,Route B,659.84
cosmetics,SKU77552,67.62,Available,37,2501.94,Female,31,9,17,3,Carrier C,46.95,Supplier 1,Bangalore,21,625,4,1263.01,Pass,0.02,Road,Route A,396.27
haircare,SKU91667,69.51,Available,61,4240.11,Unknown,46,10,20,5,Carrier A,22.52,Supplier 1,Kolkata,26,308,18,366.61,Fail,0.05,Road,Route B,250.05
haircare,SKU60384,73.45,Out of Stock,61,4480.45,Female,3,6,15,3,Carrier C,9.95,Supplier 4,Kolkata,8,230,7,2393.38,Fail,0.05,Air,Route B,450.79
haircare,SKU99484,11.1,Available,56,621.6,Unknown,1,1,3,1,Carrier C,35.49,Supplier 4,Chennai,6,595,25,376.71,Fail,0.02,Road,Route B,296.41
haircare,SKU88164,54.28,Available,99,5373.72,Male,1,4,12,2,Carrier B,8.29,Supplier 3,Chennai,4,719,10,1445.75,Fail,0.04,Air,Route B,212.26
haircare,SKU24644,74.89,Available,85,6365.65,Male,1,6,11,5,Carrier C,13.2,Supplier 3,Kolkata,20,55,10,273.92,Pass,0.09,Sea,Route A,795.85
cosmetics,SKU98203,30.45,Available,15,456.75,Female,5,6,19,2,Carrier C,20.4,Supplier 2,Chennai,29,568,13,3707.66,Fail,0.1,Sea,Route A,380.9
cosmetics,SKU32713,31.74,Available,15,476.1,Non-binary,8,6,6,2,Carrier A,41.46,Supplier 4,Chennai,25,280,14,1068.92,Pass,0.07,Rail,Route B,751.14
haircare,SKU50020,53.54,Available,59,3158.86,Non-binary,28,6,19,2,Carrier A,17.72,Supplier 1,Mumbai,7,432,2,2301.37,Fail,0.01,Air,Route C,751.35
skincare,SKU24546,51.38,Out of Stock,73,3750.74,Female,6,1,10,5,Carrier A,33.99,Supplier 4,Mumbai,20,462,9,2976.18,Fail,0.08,Sea,Route C,644.76
skincare,SKU73826,78.76,Out of Stock,35,2756.6,Female,35,3,16,3,Carrier A,46.63,Supplier 5,Mumbai,30,411,21,1908.55,Fail,0.03,Sea,Route A,235.77
haircare,SKU83024,77.0,Out of Stock,21,1617.0,Female,39,1,2,5,Carrier C,34.57,Supplier 1,Bangalore,16,747,6,182.88,Fail,0.04,Road,Route C,516.77
cosmetics,SKU65063,41.32,Out of Stock,56,2313.92,Non-binary,44,2,8,2,Carrier A,10.4,Supplier 1,Chennai,18,589,8,1957.21,Pass,0.08,Road,Route A,768.11
